0.7635,0.8286,0.8891,0.8246,0.8828,0.83772
0.6145,0.7601,0.7767,0.7113,0.8632,0.74516
0.5399,0.6913,0.6911,0.6991,0.8425,0.69278
0.4017,0.6628,0.6037,0.5729,0.7779,0.6038
0.3089,0.5893,0.4936,0.479,0.6947,0.5131
0.2554,0.5211,0.4421,0.4093,0.6054,0.44666
