0.0259,0.0197,0.0257,0.0258,0.0278,0.02498,0.02498,0.02498
0.0468,0.0478,0.0346,0.0232,0.0308,0.03664,0.03664,0.03664
0.074,0.0276,0.0734,0.0404,0.0243,0.04794,0.04794,0.04794
0.5795,0.1258,0.2992,0.3754,0.1425,0.30448,0.30448,0.30448
1.3041,0.2034,0.9007,0.9229,0.421,0.75042,0.75042,0.75042
1.9343,0.4858,1.2151,1.3787,0.8954,1.18186,1.18186,1.18186
