0.0254,0.018,0.0242,0.0181,0.0148,0.0201,0.0201
0.0315,0.0196,0.0303,0.0216,0.0178,0.02416,0.02416
0.0423,0.0249,0.0387,0.0264,0.0208,0.03062,0.03062
0.1007,0.0298,0.1276,0.0349,0.0247,0.06354,0.06354
0.8705,0.0485,0.7469,0.1309,0.0446,0.36828,0.36828
1.4239,0.1604,0.8605,0.6783,0.2689,0.6784,0.6784
