0.735,0.8656,0.8325,0.7954,0.9034,0.82638
0.6495,0.8258,0.8124,0.7307,0.858,0.77528
0.5543,0.731,0.7891,0.6739,0.8154,0.71274
0.5251,0.7247,0.6793,0.6457,0.8154,0.67804
0.4283,0.6994,0.6402,0.5831,0.8335,0.6369
0.3974,0.6709,0.6185,0.5513,0.755,0.59862
